order_id,order_date,supplier_reliability_score,warehouse_inventory_level,order_quantity,shipping_distance_km,shipping_method,weather_condition,processing_time_hours,order_priority,delayed
983,10-02-2023 22:00,0.96,4084,37,259.5,Rail,Storm,51.1,Low,1
984,10-02-2023 23:00,1,1390,42,804.9,Rail,Fog,64,High,0
985,11-02-2023 00:00,0.64,4583,213,890.5,Rail,Fog,35.5,High,0
986,11-02-2023 01:00,0.91,3190,175,1745.6,Sea,Rain,4.2,High,0
987,11-02-2023 02:00,0.82,2069,316,94.6,Sea,Storm,11.6,Low,0
988,11-02-2023 03:00,0.6,4672,83,1690.3,Rail,Storm,24.6,High,0
989,11-02-2023 04:00,0.85,1083,35,1508.3,Air,Fog,24.2,Low,1
990,11-02-2023 05:00,0.71,1820,420,1694.4,Sea,Storm,53.4,Medium,1
991,11-02-2023 06:00,0.74,1406,272,884.7,Road,Fog,13.1,High,1
992,11-02-2023 07:00,0.99,874,219,1856.1,Air,Rain,28.7,Low,1
993,11-02-2023 08:00,0.9,2898,253,1243.8,Rail,Fog,37.5,High,0
994,11-02-2023 09:00,0.62,3526,415,1168.8,Sea,Storm,5.5,Low,0
995,11-02-2023 10:00,0.87,1316,214,1768.5,Road,Storm,39,High,1
996,11-02-2023 11:00,0.61,4117,143,1418.2,Sea,Rain,22.4,Medium,1
997,11-02-2023 12:00,0.95,4741,483,1818.8,Road,Rain,70.9,Low,1
998,11-02-2023 13:00,0.84,647,2,364.6,Road,Rain,4.2,Low,1
999,11-02-2023 14:00,0.85,4957,68,829.4,Air,Rain,39.8,Low,1
1000,11-02-2023 15:00,0.61,3714,183,319.9,Rail,Storm,71.1,Medium,0
1001,11-02-2023 16:00,0.63,1369,21,447.5,Air,Storm,67.1,High,1
1002,11-02-2023 17:00,0.81,2183,425,980.9,Rail,Rain,2.7,Low,0
1003,11-02-2023 18:00,0.75,834,449,719.3,Sea,Fog,26.2,Low,0
1004,11-02-2023 19:00,0.93,1389,381,1323,Road,Fog,29.3,High,0
1005,11-02-2023 20:00,0.71,3030,242,291,Sea,Rain,16.1,Medium,1
1006,11-02-2023 21:00,0.76,2584,205,28.4,Road,Rain,30.6,High,0
1007,11-02-2023 22:00,0.65,769,111,351.3,Air,Storm,21.8,Medium,0
1008,11-02-2023 23:00,0.8,4800,405,1913.4,Rail,Rain,10.1,Medium,1
1009,12-02-2023 00:00,0.98,3362,269,1918.1,Rail,Storm,64.6,Low,1
1010,12-02-2023 01:00,0.71,1031,296,89.8,Sea,Rain,39.1,High,1
1011,12-02-2023 02:00,0.92,3430,338,272.6,Rail,Rain,30.3,Medium,0
1012,12-02-2023 03:00,0.67,4302,182,941.6,Sea,Rain,62.8,Low,1
1013,12-02-2023 04:00,0.95,257,47,90.8,Air,Clear,26,Low,1
1014,12-02-2023 05:00,0.81,498,425,815,Rail,Clear,58.8,High,0
1015,12-02-2023 06:00,0.65,2592,282,1548.7,Rail,Storm,37.5,High,0
1016,12-02-2023 07:00,0.91,468,234,608.6,Road,Rain,11.8,High,0
1017,12-02-2023 08:00,0.96,3865,374,217.7,Rail,Fog,49.4,High,1
1018,12-02-2023 09:00,0.66,3451,136,1911.3,Rail,Fog,29.9,High,1
1019,12-02-2023 10:00,0.65,1581,440,1542.1,Sea,Clear,22.3,Low,1
1020,12-02-2023 11:00,0.7,2069,327,1948.1,Air,Fog,47.3,High,1
1021,12-02-2023 12:00,0.81,629,83,1504.5,Air,Rain,52.4,Medium,1
1022,12-02-2023 13:00,0.98,2532,397,903.7,Air,Clear,2.4,Medium,0
1023,12-02-2023 14:00,0.94,3949,166,746.6,Road,Storm,33.5,Medium,0
1024,12-02-2023 15:00,0.73,677,128,304.4,Road,Rain,64.6,Medium,0
1025,12-02-2023 16:00,0.61,3125,44,565.2,Air,Rain,71.8,Medium,0
1026,12-02-2023 17:00,0.84,2148,32,1534.4,Road,Fog,40.8,Medium,0
1027,12-02-2023 18:00,0.83,3861,472,812.5,Air,Clear,42.5,Medium,0
1028,12-02-2023 19:00,0.7,1777,352,1106.1,Rail,Storm,14.7,High,1
1029,12-02-2023 20:00,0.84,729,374,492.6,Sea,Clear,33.9,High,0
1030,12-02-2023 21:00,0.99,1592,155,520.3,Rail,Fog,59.8,High,0
1031,12-02-2023 22:00,0.66,1945,484,1765.4,Air,Storm,7.3,Medium,1
1032,12-02-2023 23:00,0.73,3042,283,1369.1,Road,Storm,28.5,High,0
1033,13-02-2023 00:00,0.94,1316,109,1229.8,Air,Clear,65.1,Low,0
1034,13-02-2023 01:00,0.66,1668,165,847,Air,Storm,59.5,High,1
1035,13-02-2023 02:00,0.65,3583,146,521.3,Road,Storm,17.6,Low,0
1036,13-02-2023 03:00,0.67,4351,34,524.8,Sea,Storm,64.2,High,1
1037,13-02-2023 04:00,0.91,1444,484,669.6,Rail,Clear,58.9,Medium,1
1038,13-02-2023 05:00,0.65,1682,188,1512.4,Road,Rain,48.1,Low,0
1039,13-02-2023 06:00,0.64,2559,14,1881,Sea,Clear,21.7,Low,0
1040,13-02-2023 07:00,0.85,898,99,460.9,Sea,Storm,68.7,Low,0
1041,13-02-2023 08:00,0.91,2179,455,1655.9,Rail,Storm,48.9,Low,0
1042,13-02-2023 09:00,0.9,327,98,1223.8,Rail,Fog,58.3,Low,1
1043,13-02-2023 10:00,0.77,4149,275,62.9,Air,Clear,27.2,High,0
1044,13-02-2023 11:00,0.97,1771,379,1820.2,Air,Rain,60.9,Medium,0
1045,13-02-2023 12:00,0.66,4777,85,1691.3,Rail,Clear,32.3,High,1
1046,13-02-2023 13:00,0.78,3494,357,645.6,Rail,Rain,5.9,High,0
1047,13-02-2023 14:00,0.75,3886,302,1209.7,Rail,Clear,1.4,Low,0
1048,13-02-2023 15:00,0.82,85,485,170.1,Rail,Storm,52.9,High,1
1049,13-02-2023 16:00,0.68,1336,285,1570.7,Rail,Storm,63.6,Low,1
1050,13-02-2023 17:00,0.66,3892,468,994.5,Road,Rain,34.2,Low,0
1051,13-02-2023 18:00,0.99,4492,449,342.4,Air,Storm,54.2,High,0
1052,13-02-2023 19:00,0.72,1776,396,114.6,Road,Clear,33.8,Medium,0
1053,13-02-2023 20:00,0.8,4339,380,428.6,Rail,Clear,9.8,High,0
1054,13-02-2023 21:00,0.97,3478,120,1564,Rail,Rain,4,Low,0
1055,13-02-2023 22:00,0.72,2821,360,1567.4,Road,Clear,70.9,Low,0
1056,13-02-2023 23:00,0.75,1056,408,470.7,Road,Clear,2.4,High,0
1057,14-02-2023 00:00,0.83,4386,39,1517.6,Sea,Fog,49.6,High,0
1058,14-02-2023 01:00,0.63,1345,335,1873.9,Sea,Clear,63.1,High,0
1059,14-02-2023 02:00,0.61,1198,43,1677.2,Sea,Rain,58.5,High,0
1060,14-02-2023 03:00,0.85,3669,274,826.3,Road,Clear,49,Low,1
1061,14-02-2023 04:00,0.75,1897,231,686.6,Rail,Rain,35.3,Low,1
1062,14-02-2023 05:00,0.63,1303,366,789,Road,Clear,63.7,Medium,0
1063,14-02-2023 06:00,0.71,2169,52,1856.3,Road,Rain,52.1,Medium,1
1064,14-02-2023 07:00,0.88,4391,183,1657.5,Road,Rain,58.3,Medium,1
1065,14-02-2023 08:00,0.9,2631,310,724.6,Rail,Storm,27.5,Medium,0
1066,14-02-2023 09:00,0.8,1294,357,1046.6,Road,Clear,39.7,Low,1
1067,14-02-2023 10:00,0.69,3276,317,1980.9,Air,Rain,9.5,Low,0
1068,14-02-2023 11:00,0.94,3199,174,1273.1,Rail,Rain,35.1,Low,1
1069,14-02-2023 12:00,0.68,3705,165,1397.4,Road,Storm,61.1,High,1
1070,14-02-2023 13:00,0.9,1296,313,457.4,Air,Clear,40.8,Low,1
1071,14-02-2023 14:00,0.66,161,243,1963.9,Road,Rain,26.4,High,0
1072,14-02-2023 15:00,0.97,4563,18,590.2,Air,Clear,21.8,High,1
1073,14-02-2023 16:00,0.91,3861,76,269.4,Sea,Storm,5.9,Medium,0
1074,14-02-2023 17:00,0.8,4183,440,678.7,Rail,Fog,30.9,Low,1
1075,14-02-2023 18:00,0.77,884,231,184.6,Road,Fog,53.2,Low,0
1076,14-02-2023 19:00,0.83,3562,130,1005,Road,Rain,5,Medium,1
1077,14-02-2023 20:00,0.86,1636,341,852,Sea,Rain,34,Medium,0
1078,14-02-2023 21:00,0.82,2485,323,1856.8,Sea,Clear,8.1,High,1
1079,14-02-2023 22:00,0.88,4122,319,391.2,Air,Fog,8.4,Medium,0
1080,14-02-2023 23:00,0.64,170,363,555.1,Sea,Clear,51.7,High,1
1081,15-02-2023 00:00,0.77,3545,304,1888.8,Air,Rain,70.5,High,0
1082,15-02-2023 01:00,0.9,2890,314,1164.7,Road,Storm,13,High,0
1083,15-02-2023 02:00,0.78,1297,23,239.9,Road,Storm,48.7,Low,0
1084,15-02-2023 03:00,0.99,3749,459,1406.7,Road,Fog,49.4,Medium,1
1085,15-02-2023 04:00,0.81,963,395,1751.5,Rail,Clear,13.1,High,0
1086,15-02-2023 05:00,0.72,4741,40,719.5,Air,Rain,33.7,Medium,0
1087,15-02-2023 06:00,0.96,719,209,1178.4,Road,Storm,6.5,High,1
1088,15-02-2023 07:00,0.77,2602,264,1837,Rail,Rain,65.6,Medium,0
1089,15-02-2023 08:00,0.82,1344,302,1029.6,Rail,Fog,55.8,Medium,0
1090,15-02-2023 09:00,0.86,1193,183,1504.1,Air,Storm,61.3,Medium,0
1091,15-02-2023 10:00,0.94,4284,451,1318.5,Road,Clear,32.3,Medium,0
1092,15-02-2023 11:00,0.68,4493,434,1595.5,Rail,Fog,22,Medium,0
1093,15-02-2023 12:00,0.95,4801,177,542.2,Rail,Rain,25.9,Low,0
1094,15-02-2023 13:00,0.83,1870,283,741,Air,Clear,20.8,Medium,0
1095,15-02-2023 14:00,0.75,2847,9,1753.8,Road,Clear,11.6,Low,0
1096,15-02-2023 15:00,0.73,1984,368,789.7,Sea,Clear,4.6,Medium,1
1097,15-02-2023 16:00,0.99,3380,303,452.6,Sea,Storm,28.7,Low,0
1098,15-02-2023 17:00,0.98,4188,388,800,Rail,Clear,40.4,Medium,0
1099,15-02-2023 18:00,0.82,329,251,1711.4,Air,Fog,33.8,Low,0
1100,15-02-2023 19:00,0.74,4254,433,1968.5,Air,Clear,29.5,High,0
1101,15-02-2023 20:00,0.99,2434,99,1476.1,Road,Fog,3.4,Low,0
1102,15-02-2023 21:00,0.61,2518,40,736.6,Sea,Clear,27.5,Medium,0
1103,15-02-2023 22:00,0.62,686,346,1408.3,Rail,Clear,9.1,Low,1
1104,15-02-2023 23:00,0.79,4274,434,1567.8,Rail,Fog,50.2,Low,1
1105,16-02-2023 00:00,0.83,654,360,668.1,Road,Clear,22.9,Low,0
1106,16-02-2023 01:00,0.6,3868,493,1102.8,Sea,Fog,36.9,High,0
1107,16-02-2023 02:00,0.67,3677,2,624.1,Air,Storm,26,Low,0
1108,16-02-2023 03:00,0.63,4039,197,1599.5,Rail,Fog,38,Low,0
1109,16-02-2023 04:00,0.7,371,380,10.4,Rail,Clear,14.7,Medium,0
1110,16-02-2023 05:00,0.67,869,452,74.1,Road,Clear,6.8,Medium,0
1111,16-02-2023 06:00,0.65,1636,491,1821.6,Rail,Fog,18.3,Medium,0
1112,16-02-2023 07:00,0.65,4881,47,685.7,Rail,Storm,18.5,Low,0
1113,16-02-2023 08:00,0.75,1231,200,1012.6,Road,Fog,18,Low,1
1114,16-02-2023 09:00,0.65,3155,449,361.8,Air,Clear,25.3,Low,0
1115,16-02-2023 10:00,0.91,4576,405,442.1,Rail,Clear,66,Low,0
1116,16-02-2023 11:00,0.76,3248,202,470.2,Rail,Clear,32.3,Medium,1
1117,16-02-2023 12:00,0.65,3471,96,1492,Sea,Clear,5.2,High,0
1118,16-02-2023 13:00,0.86,3638,138,1864.5,Air,Rain,54.7,High,0
1119,16-02-2023 14:00,0.92,3635,39,1874.5,Rail,Fog,70.4,High,0
1120,16-02-2023 15:00,0.74,1203,136,1868.5,Air,Storm,18.9,Medium,1
1121,16-02-2023 16:00,0.6,2971,255,753.8,Air,Clear,1.7,Low,1
1122,16-02-2023 17:00,0.86,3537,471,1045.2,Air,Fog,37,Medium,1
1123,16-02-2023 18:00,0.9,2656,298,904.2,Sea,Fog,60.5,High,0
1124,16-02-2023 19:00,0.96,3936,367,1113.8,Sea,Fog,68,High,0
1125,16-02-2023 20:00,0.89,3306,187,393.5,Sea,Fog,47,High,0
1126,16-02-2023 21:00,0.84,3421,458,738.3,Road,Storm,11.3,Low,0
1127,16-02-2023 22:00,0.74,690,170,83.2,Road,Clear,39.8,Medium,0
1128,16-02-2023 23:00,0.7,494,362,549.7,Road,Storm,3,High,1
1129,17-02-2023 00:00,0.63,4309,18,1390.4,Air,Clear,5.4,Low,0
1130,17-02-2023 01:00,0.93,4372,216,1179.6,Road,Storm,19.8,High,0
1131,17-02-2023 02:00,0.82,2275,371,128.9,Air,Clear,38.9,Low,0
1132,17-02-2023 03:00,0.72,864,437,1673.2,Air,Rain,5.4,Medium,0
1133,17-02-2023 04:00,0.65,3606,147,535.9,Sea,Fog,71.5,Medium,1
1134,17-02-2023 05:00,0.72,1118,367,225.3,Air,Clear,42.8,Low,0
1135,17-02-2023 06:00,0.9,2459,173,617.3,Rail,Storm,14.1,Low,0
1136,17-02-2023 07:00,0.69,1657,231,1462.3,Sea,Clear,5.6,High,0
1137,17-02-2023 08:00,0.62,3141,434,1872.9,Air,Storm,25.6,Medium,0
1138,17-02-2023 09:00,0.75,3720,295,1381.5,Rail,Fog,55.4,High,0
1139,17-02-2023 10:00,0.73,4595,35,443.9,Sea,Fog,49.1,Medium,1
1140,17-02-2023 11:00,0.88,3910,290,1018.4,Rail,Storm,5.2,Low,0
1141,17-02-2023 12:00,0.82,3980,345,1100,Air,Rain,13.6,Medium,1
1142,17-02-2023 13:00,0.79,4409,359,1281.6,Sea,Clear,70.7,Medium,0
1143,17-02-2023 14:00,0.99,2021,481,147.8,Rail,Rain,55.4,Low,0
1144,17-02-2023 15:00,0.94,1676,355,1159,Sea,Rain,28.3,High,1
1145,17-02-2023 16:00,0.65,3682,470,230.4,Sea,Storm,48.9,Low,0
1146,17-02-2023 17:00,0.7,210,491,557.4,Air,Rain,39,Low,1
1147,17-02-2023 18:00,0.77,3098,385,189,Road,Clear,6.5,High,0
1148,17-02-2023 19:00,0.63,2921,407,80.6,Sea,Fog,44.2,Medium,1
1149,17-02-2023 20:00,0.9,901,52,946.6,Road,Clear,34.4,Medium,0
1150,17-02-2023 21:00,0.91,1886,121,557.2,Sea,Fog,45.1,Low,0
1151,17-02-2023 22:00,0.72,1562,195,888.4,Rail,Fog,67.8,Low,0
1152,17-02-2023 23:00,0.96,2512,158,1169.4,Air,Fog,3.5,Low,0
1153,18-02-2023 00:00,0.82,2392,261,313.3,Road,Rain,15,Low,0
1154,18-02-2023 01:00,0.69,2563,14,431.9,Air,Storm,14.3,High,0
1155,18-02-2023 02:00,0.85,352,253,1496.3,Sea,Fog,68.5,High,1
1156,18-02-2023 03:00,0.87,1375,78,1026,Road,Fog,63.3,Medium,0
1157,18-02-2023 04:00,0.89,870,249,303.3,Road,Storm,44.9,High,0
1158,18-02-2023 05:00,0.99,1288,83,1723.9,Air,Clear,46.5,High,0
1159,18-02-2023 06:00,0.97,1502,447,1523.5,Sea,Rain,22,Medium,0
1160,18-02-2023 07:00,0.77,1236,184,1800.6,Rail,Clear,51,Low,0
1161,18-02-2023 08:00,0.77,3188,195,1342.9,Road,Fog,56.6,Low,0
1162,18-02-2023 09:00,0.61,2799,495,339.5,Air,Rain,31.1,Medium,0
1163,18-02-2023 10:00,0.77,4940,5,6.5,Road,Clear,5.4,Low,0
1164,18-02-2023 11:00,0.67,4575,70,1163.4,Rail,Clear,35,High,0
1165,18-02-2023 12:00,0.65,947,77,832.2,Air,Rain,64.5,Medium,1
1166,18-02-2023 13:00,0.93,4837,165,1387,Rail,Storm,60,High,0
1167,18-02-2023 14:00,0.61,1739,340,78.2,Sea,Rain,53.2,Medium,1
1168,18-02-2023 15:00,0.65,2270,244,335.5,Air,Fog,11.1,Medium,0
1169,18-02-2023 16:00,0.87,4672,154,77,Road,Storm,50.4,Medium,1
1170,18-02-2023 17:00,0.83,3266,269,64.6,Road,Fog,22.9,High,0
1171,18-02-2023 18:00,0.77,4862,288,1459,Road,Fog,36.5,High,0
1172,18-02-2023 19:00,0.92,1815,115,825.9,Air,Fog,6.6,High,1
1173,18-02-2023 20:00,0.7,3154,242,1714.8,Road,Fog,11.9,Medium,0
1174,18-02-2023 21:00,0.68,1406,286,675.5,Rail,Storm,2.5,Low,0
1175,18-02-2023 22:00,0.81,2773,408,1437.1,Sea,Storm,18.3,Medium,1
1176,18-02-2023 23:00,0.64,1741,120,1456.1,Air,Fog,31.4,High,1
1177,19-02-2023 00:00,0.88,2097,54,1023.6,Road,Fog,4.8,Medium,1
1178,19-02-2023 01:00,0.97,1992,310,1840.1,Road,Storm,63.8,Medium,1
1179,19-02-2023 02:00,0.92,1153,204,260.3,Rail,Rain,13.4,High,1
1180,19-02-2023 03:00,0.95,2286,155,989.5,Sea,Rain,47.3,High,0
1181,19-02-2023 04:00,0.63,615,245,1663.4,Sea,Fog,28.4,High,0
1182,19-02-2023 05:00,0.77,4339,217,804.4,Road,Fog,45.1,Medium,1
1183,19-02-2023 06:00,0.96,4515,414,1454.8,Road,Rain,2.8,High,0
1184,19-02-2023 07:00,0.94,2993,18,836.5,Rail,Clear,8.1,High,0
1185,19-02-2023 08:00,0.84,4658,94,67.3,Rail,Rain,53.7,Low,0
1186,19-02-2023 09:00,0.86,447,217,507.4,Road,Rain,9.1,Low,0
1187,19-02-2023 10:00,0.71,3515,97,922.9,Road,Storm,32.5,High,0
1188,19-02-2023 11:00,0.71,3203,478,1493,Rail,Clear,32.7,Medium,0
1189,19-02-2023 12:00,0.63,524,78,58.7,Sea,Storm,58.1,High,0
1190,19-02-2023 13:00,0.96,2037,440,323.5,Air,Rain,9.5,Medium,0
1191,19-02-2023 14:00,0.72,4179,217,608.3,Sea,Fog,32.7,Medium,0
1192,19-02-2023 15:00,1,2841,87,1245.3,Road,Clear,6.2,Medium,0
1193,19-02-2023 16:00,0.6,2672,389,893,Sea,Fog,13.1,Low,0
1194,19-02-2023 17:00,0.92,2480,228,415,Air,Storm,45.7,Medium,1
1195,19-02-2023 18:00,0.81,822,383,1242.3,Air,Clear,52.9,High,0
1196,19-02-2023 19:00,0.62,3461,458,1465.4,Air,Rain,61.2,High,0
1197,19-02-2023 20:00,0.87,1183,280,306.1,Rail,Rain,17.7,Medium,0
1198,19-02-2023 21:00,0.88,3201,384,174.6,Road,Clear,3.1,Low,1
1199,19-02-2023 22:00,0.88,3712,447,1915.2,Rail,Rain,37.9,Low,0
1200,19-02-2023 23:00,0.88,1694,204,1598.8,Road,Clear,59,High,0
1201,20-02-2023 00:00,0.87,2376,348,1108.7,Rail,Storm,34.9,Medium,0
1202,20-02-2023 01:00,0.91,143,493,1105,Rail,Clear,2.1,High,0
1203,20-02-2023 02:00,0.75,4314,61,1676.5,Air,Storm,53.4,High,0
1204,20-02-2023 03:00,0.98,1497,395,1167.9,Air,Fog,60.1,High,1
1205,20-02-2023 04:00,0.79,1377,348,1929.2,Air,Fog,42.3,High,0
1206,20-02-2023 05:00,0.71,2066,462,1501.6,Road,Storm,13.1,Medium,1
1207,20-02-2023 06:00,1,245,458,1788.8,Road,Rain,54.3,Medium,1
1208,20-02-2023 07:00,0.71,3587,452,951.1,Sea,Rain,11,High,0
1209,20-02-2023 08:00,0.78,1517,473,738.6,Road,Fog,31,Low,0
1210,20-02-2023 09:00,0.88,4859,446,1071.3,Road,Storm,12.9,High,0
1211,20-02-2023 10:00,0.92,1814,359,1738.7,Rail,Storm,33.9,High,0
1212,20-02-2023 11:00,0.73,879,341,1936.5,Air,Fog,34.1,Low,1
1213,20-02-2023 12:00,0.61,2129,121,1453.1,Rail,Rain,9.5,Medium,0
1214,20-02-2023 13:00,0.83,4031,356,347.9,Air,Clear,25.9,Low,1
1215,20-02-2023 14:00,0.84,3240,137,1747.9,Sea,Rain,49.3,High,0
1216,20-02-2023 15:00,0.89,335,103,1710.9,Sea,Clear,36.6,Medium,0
1217,20-02-2023 16:00,0.7,3020,108,1445.2,Air,Clear,70.5,Low,1
1218,20-02-2023 17:00,0.93,578,349,1087.9,Sea,Fog,11,High,0
1219,20-02-2023 18:00,0.91,3808,145,1092.4,Air,Rain,62.5,High,0
1220,20-02-2023 19:00,0.94,2108,25,1523.1,Rail,Storm,56.6,High,0
1221,20-02-2023 20:00,0.9,358,10,1100.9,Road,Fog,66.7,High,0
1222,20-02-2023 21:00,0.87,4733,160,728,Air,Storm,56.1,High,0
1223,20-02-2023 22:00,0.82,1779,487,1788.6,Road,Rain,51,Low,0
1224,20-02-2023 23:00,0.94,2232,290,52.8,Road,Storm,59.4,Medium,0
1225,21-02-2023 00:00,0.69,1069,202,1047.8,Air,Clear,60.9,High,0
1226,21-02-2023 01:00,0.87,4405,26,978.8,Air,Rain,21.7,High,0
1227,21-02-2023 02:00,0.92,888,255,667.6,Road,Fog,41,High,0
1228,21-02-2023 03:00,0.91,2250,446,400.8,Rail,Fog,40.9,High,0
1229,21-02-2023 04:00,0.65,91,267,707.9,Sea,Fog,21.2,High,0
1230,21-02-2023 05:00,0.73,3234,252,1301.9,Sea,Fog,8.1,High,1
1231,21-02-2023 06:00,0.97,3640,321,599.7,Sea,Storm,69.2,Low,0
1232,21-02-2023 07:00,0.91,2030,183,975.9,Rail,Rain,14.4,High,0
1233,21-02-2023 08:00,0.66,4163,69,1089.2,Rail,Rain,65.3,High,0
1234,21-02-2023 09:00,0.79,2315,496,721.3,Air,Fog,1.4,Medium,1
1235,21-02-2023 10:00,0.92,2148,450,875.4,Sea,Storm,21.3,Medium,0
1236,21-02-2023 11:00,0.94,1416,129,1232.7,Sea,Clear,27.5,Medium,0
1237,21-02-2023 12:00,0.81,1843,438,424,Rail,Fog,41.9,High,1
1238,21-02-2023 13:00,0.64,4490,208,976,Road,Storm,30.3,Low,0
1239,21-02-2023 14:00,0.69,2326,468,1067.1,Sea,Rain,9.8,Medium,1
1240,21-02-2023 15:00,0.61,283,384,1655.3,Rail,Fog,37,High,0
1241,21-02-2023 16:00,0.67,4162,217,558.2,Rail,Rain,56.2,Low,0
1242,21-02-2023 17:00,0.62,4346,491,1608.5,Sea,Fog,29.3,Low,0
1243,21-02-2023 18:00,0.88,2420,461,1378.3,Air,Clear,11.2,Medium,1
1244,21-02-2023 19:00,0.88,4166,30,1677.1,Rail,Clear,46.5,Medium,0
1245,21-02-2023 20:00,0.78,3274,425,1403.9,Rail,Rain,38.6,Low,0
1246,21-02-2023 21:00,0.95,988,58,451.1,Rail,Fog,24.3,High,1
1247,21-02-2023 22:00,0.66,4680,241,1086.3,Rail,Storm,69.3,Low,1
1248,21-02-2023 23:00,0.68,3493,251,1625.8,Sea,Rain,12,High,0
1249,22-02-2023 00:00,0.84,2113,35,925.6,Air,Rain,58,Low,1
1250,22-02-2023 01:00,0.81,2742,239,1388.7,Air,Fog,43.2,High,0
1251,22-02-2023 02:00,0.65,1153,428,1177.1,Road,Fog,44.5,Low,0
1252,22-02-2023 03:00,0.96,340,159,779,Rail,Clear,22.5,Medium,0
1253,22-02-2023 04:00,0.85,584,1,759.6,Rail,Storm,33.7,Medium,1
1254,22-02-2023 05:00,0.84,107,101,575.5,Road,Clear,25,Medium,0
1255,22-02-2023 06:00,0.75,4008,365,33.6,Sea,Storm,5.5,Medium,0
1256,22-02-2023 07:00,0.84,4575,281,695.3,Sea,Fog,59,High,1
1257,22-02-2023 08:00,0.63,3565,119,1628,Air,Storm,65.3,Low,0
1258,22-02-2023 09:00,0.72,1426,487,1648,Road,Rain,35,Medium,0
1259,22-02-2023 10:00,0.85,2996,451,698.8,Road,Rain,17.5,Low,0
1260,22-02-2023 11:00,0.84,4663,149,1056,Road,Fog,28.1,Medium,0
1261,22-02-2023 12:00,0.81,3466,25,1319.3,Sea,Clear,23.1,Medium,0
1262,22-02-2023 13:00,0.62,2846,292,680.9,Rail,Storm,51.6,Medium,0
1263,22-02-2023 14:00,0.73,2236,241,890.6,Rail,Clear,62.6,Medium,0
1264,22-02-2023 15:00,0.99,3897,217,1177.3,Air,Storm,40.2,Low,0
1265,22-02-2023 16:00,0.98,4418,145,578.7,Road,Rain,71.1,High,0
1266,22-02-2023 17:00,0.93,255,111,824.3,Air,Fog,25.6,High,0
1267,22-02-2023 18:00,0.63,2540,310,187.9,Rail,Storm,19.6,High,0
1268,22-02-2023 19:00,0.63,3415,450,1753.5,Sea,Fog,54.7,Medium,0
1269,22-02-2023 20:00,0.69,2846,95,1395.9,Air,Clear,24.2,Low,0
1270,22-02-2023 21:00,0.93,1648,2,892,Road,Rain,25.6,Medium,0
1271,22-02-2023 22:00,0.68,980,342,381.8,Sea,Fog,4.4,High,1
1272,22-02-2023 23:00,0.69,3169,30,1073.1,Sea,Storm,40.5,Medium,1
1273,23-02-2023 00:00,0.7,4613,352,1246.6,Rail,Storm,58.4,High,0
1274,23-02-2023 01:00,0.89,3787,428,1295.6,Air,Fog,32.5,Low,0
1275,23-02-2023 02:00,0.81,3151,444,894.4,Rail,Fog,40.8,Medium,0
1276,23-02-2023 03:00,0.94,1724,130,458.5,Sea,Rain,52,Low,0
1277,23-02-2023 04:00,0.63,4344,141,244.2,Air,Fog,46.1,Medium,1
1278,23-02-2023 05:00,0.62,4639,313,1625,Rail,Fog,14.2,Low,0
1279,23-02-2023 06:00,0.94,302,368,409.7,Rail,Fog,1.7,Medium,0
1280,23-02-2023 07:00,0.64,4276,295,1349.4,Sea,Clear,19.6,Medium,0
1281,23-02-2023 08:00,0.89,2309,246,964.5,Air,Rain,45.9,High,1
1282,23-02-2023 09:00,0.84,911,348,1819.8,Sea,Rain,49.7,Medium,0
1283,23-02-2023 10:00,0.68,3681,90,777.3,Rail,Fog,62.2,Low,0
1284,23-02-2023 11:00,0.7,1141,66,1485,Air,Fog,55.1,Medium,0
1285,23-02-2023 12:00,0.9,2003,306,1443.8,Air,Clear,16.2,Low,1
1286,23-02-2023 13:00,0.61,2522,276,1720.8,Rail,Fog,42.2,Low,0
1287,23-02-2023 14:00,0.98,3696,12,1657.3,Road,Storm,52.4,Low,0
1288,23-02-2023 15:00,0.62,3540,388,200.6,Air,Fog,56.5,Low,0
1289,23-02-2023 16:00,0.66,4732,389,1996.3,Sea,Fog,27.7,Medium,0
1290,23-02-2023 17:00,0.86,278,116,564.2,Air,Rain,4.1,Medium,0
1291,23-02-2023 18:00,0.65,168,239,1741.3,Rail,Clear,45.8,High,0
1292,23-02-2023 19:00,1,3475,247,156.4,Sea,Rain,58.2,High,1
1293,23-02-2023 20:00,0.77,4298,378,1937,Road,Clear,51.2,Medium,1
1294,23-02-2023 21:00,0.63,3076,25,888.4,Sea,Fog,53,High,0
1295,23-02-2023 22:00,0.67,3826,162,465.1,Air,Fog,61,Medium,1
1296,23-02-2023 23:00,0.82,1429,401,295.3,Rail,Clear,59.3,Medium,0
1297,24-02-2023 00:00,0.95,2537,22,1700.1,Air,Rain,34.2,Low,0
1298,24-02-2023 01:00,0.7,1553,366,28.4,Sea,Storm,27.7,High,0
1299,24-02-2023 02:00,0.76,2535,461,811,Rail,Storm,32.1,High,0
1300,24-02-2023 03:00,0.83,749,72,1557.1,Air,Storm,32.6,Medium,0
1301,24-02-2023 04:00,0.86,873,298,1944.5,Air,Rain,53.3,High,0
1302,24-02-2023 05:00,0.89,3115,355,1617,Sea,Fog,56.6,High,0
1303,24-02-2023 06:00,0.73,3692,245,182.8,Rail,Fog,50.4,Low,0
